,links,Title,Uploaded By,Length,Date Uploaded,Description,length
2607,['https://freesound.org/people/cmusounddesign/sounds/72027/'],['FP_Diesel_Tractor_Start_...'],['cmusounddesign'],,"['May 2nd, 2009']",[''],['-00:36']
2608,['https://freesound.org/people/NoiseCollector/sounds/61853/'],['justwind.wav'],['NoiseCollector'],,"['October 28th, 2008']",[''],['-05:53']
2609,['https://freesound.org/people/wcfl10/sounds/109163/'],['time-check.wav'],['wcfl10'],,"['November 21st, 2010']",[''],['-00:02']
2610,['https://freesound.org/people/yoshi0404/sounds/163516/'],['Flash Flood Warning Phoe...'],['yoshi0404'],,"['August 21st, 2012']",[''],['-00:59']
2611,['https://freesound.org/people/Jink82/sounds/681746/'],['Ambiance soccer-game'],['Jink82'],,"['April 1st, 2023']",['Fieldrecording of kids playing a game of soccer. Drizzling weather. Using PCM D100 4824'],['-17:41']
2612,['https://freesound.org/people/ttdaku/sounds/662671/'],['bus12.wav'],['ttdaku'],,"['December 3rd, 2022']",[''],['-00:06']
2613,['https://freesound.org/people/Migell2/sounds/260757/'],['waves lake.WAV'],['Migell2'],,"['January 9th, 2015']",[''],['-01:10']
2614,['https://freesound.org/people/Karola3206/sounds/476095/'],"['Deszczyk pada, a my w do...']",['Karola3206'],,"['July 4th, 2019']",[''],['-00:42']
2615,['https://freesound.org/people/TatianaChiara/sounds/456692/'],['Sirene.WAV'],['TatianaChiara'],,"['January 15th, 2019']",[''],['-01:05']
2616,['https://freesound.org/people/Adielees9/sounds/369578/'],['Calm Woodland Soundscape'],['Adielees9'],,"['December 1st, 2016']",[''],['-00:18']
2617,['https://freesound.org/people/fransfransson/sounds/233008/'],"['Brunnsparken, Gothenburg.']",['fransfransson'],,"['April 11th, 2014']",[''],['-01:51']
2618,['https://freesound.org/people/ttdaku/sounds/662663/'],['car2.wav'],['ttdaku'],,"['December 3rd, 2022']",[''],['-00:05']
2619,['https://freesound.org/people/Kikomonzon/sounds/585611/'],['229_Ext_Día_Perspectiva ...'],['Kikomonzon'],,"['September 2nd, 2021']",[''],['-07:32']
2620,['https://freesound.org/people/Robinhood76/sounds/93109/'],['01532 wet city center.wav'],['Robinhood76'],,"['March 26th, 2010']",[''],['-01:24']
2621,['https://freesound.org/people/MrAuralization/sounds/271012/'],['Windy ambience'],['MrAuralization'],,"['April 17th, 2015']",[''],['-00:22']
2622,['https://freesound.org/people/nuncaconoci/sounds/545178/'],['cricket.wav'],['nuncaconoci'],,"['November 17th, 2020']",[''],['-00:45']
2623,['https://freesound.org/people/planktone/sounds/268755/'],['storm 4-kanaals.flac'],['planktone'],,"['April 1st, 2015']",[''],['-30:01']
2624,['https://freesound.org/people/klankschap/sounds/37183/'],['remote-thunder-no-rain-2...'],['klankschap'],,"['July 8th, 2007']",[''],['-00:46']
2625,['https://freesound.org/people/nlux/sounds/621671/'],['Radio Music Loop 010'],['nlux'],,"['February 25th, 2022']",[''],['-02:24']
2626,['https://freesound.org/people/Julien%20Nicolas/sounds/182282/'],['thunder wind 02'],['Julien Nicolas'],,"['March 28th, 2013']",['.field recoding with cardioïd electrostatic microphone near a door crossed by wind. .tone like in thunder weather.'],['-01:46']
2627,['https://freesound.org/people/tgbc/sounds/510960/'],['Lake district Glenriddin...'],['tgbc'],,"['March 26th, 2020']",[''],['-01:35']
2628,['https://freesound.org/people/Frank%20Ostrander/sounds/45401/'],['Marley_Shake_Chains_1.mp3'],['Frank Ostrander'],,"['December 26th, 2007']",[''],['-00:04']
2629,['https://freesound.org/people/reg7783/sounds/242506/'],['treefrogs.wav'],['reg7783'],,"['July 13th, 2014']",[''],['-02:00']
2630,['https://freesound.org/people/relwin/sounds/397088/'],['noaa_oceanweather.wav'],['relwin'],,"['July 7th, 2017']",[''],['-00:50']
2631,['https://freesound.org/people/TSG22/sounds/467914/'],['2019 Color Fantasy Leave...'],['TSG22'],,"['April 29th, 2019']",[''],['-00:15']
2632,['https://freesound.org/people/ulasanilgunes/sounds/658757/'],['car24.wav'],['ulasanilgunes'],,"['November 11th, 2022']",[''],['-00:05']
2633,['https://freesound.org/people/ulasanilgunes/sounds/658789/'],['Tram12.wav'],['ulasanilgunes'],,"['November 11th, 2022']",[''],['-00:07']
2634,['https://freesound.org/people/klankschap/sounds/28083/'],['room-rain-storm-fan.wav'],['klankschap'],,"['January 3rd, 2007']",[''],['-16:04']
2635,['https://freesound.org/people/TRP/sounds/567100/'],['200206 wet traffic honks...'],['TRP'],,"['April 8th, 2021']",[''],['-02:10']
2636,['https://freesound.org/people/KatiReh/sounds/199315/'],['nightporch_1.wav'],['KatiReh'],,"['September 11th, 2013']",[''],['-01:26']
2637,['https://freesound.org/people/clivew/sounds/491121/'],['chopper approach and lan...'],['clivew'],,"['November 3rd, 2019']",[''],['-00:49']
2638,['https://freesound.org/people/fenixevendir/sounds/502204/'],['Cicadas and frogs - Anti...'],['fenixevendir'],,"['January 15th, 2020']",[''],['-01:09']
2639,['https://freesound.org/people/FranCirujeda/sounds/207790/'],['walk beach.aif'],['FranCirujeda'],,"['November 20th, 2013']",[''],['-05:02']
2640,['https://freesound.org/people/deleted_user_8803593/sounds/490001/'],['Emergency Alert Tone.wav'],['deleted_user_8803593'],,"['October 26th, 2019']",[''],['-00:05']
2641,['https://freesound.org/people/velho_sunny/sounds/663145/'],['2022_11_18_19_42_23.wav'],['velho_sunny'],,"['December 6th, 2022']",['sound of tram recorded while it was approaching or leaving the station in different weather condition. Recorded with Nokia 6.1 …'],['-00:07']
2642,['https://freesound.org/people/Fringer_Cat/sounds/426090/'],['WEFAX.wav'],['Fringer_Cat'],,"['April 21st, 2018']",[''],['-01:00']
2643,['https://freesound.org/people/szegvari/sounds/583791/'],['Dark Dramatic Atmo.wav'],['szegvari'],,"['August 17th, 2021']",[''],['-00:52']
2644,['https://freesound.org/people/833-45/sounds/11724/'],['wa_marine_forcast.mp3'],['833-45'],,"['December 3rd, 2005']",[''],['-04:26']
2645,['https://freesound.org/people/plasterbrain/sounds/464924/'],['(Bossa Nova Loop) Thank ...'],['plasterbrain'],,"['March 29th, 2019']",[''],['-00:12']
2646,['https://freesound.org/people/Robinhood76/sounds/60570/'],['00388 wet traffic 1.wav'],['Robinhood76'],,"['September 19th, 2008']",[''],['-01:39']
2647,['https://freesound.org/people/160051Student/sounds/376914/'],['Shovel against earth.wav'],['160051Student'],,"['January 17th, 2017']",[''],['-00:26']
2648,['https://freesound.org/people/Frank%20Ostrander/sounds/45403/'],['Marleys_Approach.mp3'],['Frank Ostrander'],,"['December 26th, 2007']",[''],['-00:26']
2649,['https://freesound.org/people/Frank%20Ostrander/sounds/45402/'],['Marley_Shake_Chains_2.mp3'],['Frank Ostrander'],,"['December 26th, 2007']",[''],['-00:02']
2650,['https://freesound.org/people/CGEffex/sounds/87075/'],"[""Tractor won't start.mp3""]",['CGEffex'],,"['January 2nd, 2010']",[''],['-00:15']
2651,['https://freesound.org/people/bigfriendlyjiant/sounds/182477/'],['Cockpit - attendants be ...'],['bigfriendlyjiant'],,"['March 30th, 2013']",[''],['-00:19']
2652,['https://freesound.org/people/harveyjnz/sounds/337700/'],['Radio Interference/Stati...'],['harveyjnz'],,"['February 22nd, 2016']",[''],['-02:17']
2653,['https://freesound.org/people/toppeh/sounds/659132/'],['car09.wav'],['toppeh'],,"['November 13th, 2022']",[''],['-00:05']
2654,['https://freesound.org/people/toppeh/sounds/659047/'],['tram02.wav'],['toppeh'],,"['November 13th, 2022']",[''],['-00:06']
2655,['https://freesound.org/people/Zbylut/sounds/168553/'],['121006_rain&storm.wav'],['Zbylut'],,"['October 27th, 2012']",[''],['-04:23']
2656,['https://freesound.org/people/odilonmarcenaro/sounds/123341/'],['police helicopter over s...'],['odilonmarcenaro'],,"['June 29th, 2011']","['Police helicopter circling over Splott, Cardiff on the afternoon of the 26th of June 2011. Warm weather, singing birds, occasional …']",['-02:34']
2657,['https://freesound.org/people/SaureGurke/sounds/683406/'],['Pedestrian-Zone-Harburg-...'],['SaureGurke'],,"['April 10th, 2023']",[''],['-10:09']
2658,['https://freesound.org/people/mordeby/sounds/635127/'],['Thunderbolt 1000T In Ale...'],['mordeby'],,"['May 24th, 2022']",[''],['-01:19']
2659,['https://freesound.org/people/samulihynninen/sounds/664819/'],['bus_10.wav'],['samulihynninen'],,"['December 14th, 2022']",[''],['-00:05']
2660,['https://freesound.org/people/craigsmith/sounds/438346/'],['G26-27-Huge Storm Sequen...'],['craigsmith'],,"['August 26th, 2018']",[''],['-01:22']
2661,['https://freesound.org/people/artembirdman/sounds/572665/'],"['sounds of the forest, wi...']",['artembirdman'],,"['May 26th, 2021']",[''],['-05:07']
2662,['https://freesound.org/people/hkmtrhah/sounds/148809/'],['KMB-98C-HauTakEstate-Yee...'],['hkmtrhah'],,"['March 12th, 2012']",[''],['-43:26']
2663,['https://freesound.org/people/craigsmith/sounds/438019/'],['G13-37-Squeaky Brakes.wav'],['craigsmith'],,"['August 26th, 2018']",[''],['-00:35']
2664,['https://freesound.org/people/inchadney/sounds/117817/'],['in the park in spring.WAV'],['inchadney'],,"['April 7th, 2011']",[''],['-02:57']
2665,['https://freesound.org/people/UNeieP16/sounds/361891/'],['Snaredrum vintage Lefima...'],['UNeieP16'],,"['October 8th, 2016']",[''],['-00:30']
2666,['https://freesound.org/people/mathcook/sounds/102731/'],['20071225-ramsgate-harbou...'],['mathcook'],,"['August 5th, 2010']",[''],['-01:49']
2667,['https://freesound.org/people/Benboncan/sounds/147590/'],['More Frogs.flac'],['Benboncan'],,"['February 24th, 2012']",[''],['-13:42']
2668,['https://freesound.org/people/sonsdebarcelona/sounds/72702/'],['moixo.mp3'],['sonsdebarcelona'],,"['May 14th, 2009']",[''],['-00:35']
2669,['https://freesound.org/people/juskiddink/sounds/121769/'],['Leq.A cappella 3.wav'],['juskiddink'],,"['June 1st, 2011']",[''],['-00:58']
2670,['https://freesound.org/people/Wax_vibe/sounds/555813/'],['Synthetic monster sound.wav'],['Wax_vibe'],,"['January 28th, 2021']",[''],['-00:12']
2671,['https://freesound.org/people/saphe/sounds/189860/'],['NOAA 19 satellite'],['saphe'],,"['May 30th, 2013']",['An excerpt of weather map digital data transmission from NOAA-19 satellite. The recording was done by using the ICOM IC-R20 …'],['-03:00']
2672,['https://freesound.org/people/LG/sounds/57109/'],['Outside UU FSW 080701.wav'],['LG'],,"['July 12th, 2008']",[''],['-02:45']
2673,['https://freesound.org/people/Kyster/sounds/176966/'],['Icy waves by lake shore ...'],['Kyster'],,"['February 2nd, 2013']",[''],['-04:50']
2674,['https://freesound.org/people/SwampCommand/sounds/240123/'],['Traffic noise at main st...'],['SwampCommand'],,"['June 5th, 2014']",[''],['-07:00']
2675,['https://freesound.org/people/audiomirage/sounds/336149/'],['WindTryst-Pond1.mp3'],['audiomirage'],,"['February 11th, 2016']",[''],['-00:33']
2676,['https://freesound.org/people/inchadney/sounds/177038/'],['the thaw.wav'],['inchadney'],,"['February 3rd, 2013']",[''],['-28:15']
2677,['https://freesound.org/people/YleArkisto/sounds/433947/'],['Two ambulances passing w...'],['YleArkisto'],,"['June 27th, 2018']",[''],['-00:35']
2678,['https://freesound.org/people/TreyHolton/sounds/257237/'],['Dark Rhyme.wav'],['TreyHolton'],,"['December 9th, 2014']",[''],['-00:07']
2679,['https://freesound.org/people/valimaa/sounds/659567/'],['2010s Toyota Avensis.wav'],['valimaa'],,"['November 15th, 2022']",[''],['-00:05']
2680,['https://freesound.org/people/jekyll123/sounds/582921/'],['Water drips in stairwell...'],['jekyll123'],,"['August 9th, 2021']",[''],['-00:57']
2681,['https://freesound.org/people/valimaa/sounds/657144/'],['2000s Scania bus.wav'],['valimaa'],,"['November 4th, 2022']",[''],['-00:06']
2682,['https://freesound.org/people/seenms/sounds/518680/'],['Singing birds in the woods'],['seenms'],,"['May 18th, 2020']",[''],['-01:02']
2683,['https://freesound.org/people/seenms/sounds/518677/'],['Forest on the shore of t...'],['seenms'],,"['May 18th, 2020']",[''],['-00:32']
2684,['https://freesound.org/people/samulihynninen/sounds/664843/'],['car_10.wav'],['samulihynninen'],,"['December 14th, 2022']",[''],['-00:05']
2685,['https://freesound.org/people/jere_heimo/sounds/663951/'],['car12.wav'],['jere_heimo'],,"['December 11th, 2022']",[''],['-00:05']
2686,['https://freesound.org/people/jere_heimo/sounds/663971/'],['tram11.wav'],['jere_heimo'],,"['December 11th, 2022']","['Tram sound recorded in Tampere, during the day/afternoon in normal/slightly windy weather conditions. Recorded along the Hervantajärvi-Pyynikintori axis. Recorded in …']",['-00:05']
2687,['https://freesound.org/people/bitkar/sounds/240317/'],['dogwalk01'],['bitkar'],,"['June 9th, 2014']",[''],['-02:24']
2688,['https://freesound.org/people/aidansamuel/sounds/540141/'],['Morning Park Ambience.wav'],['aidansamuel'],,"['October 18th, 2020']",[''],['-02:12']
2689,['https://freesound.org/people/The_Runner_01/sounds/563424/'],['Colden Wind.wav'],['The_Runner_01'],,"['March 14th, 2021']",[''],['-00:17']
2690,['https://freesound.org/people/Kneeling/sounds/642876/'],['close nice door.ogg'],['Kneeling'],,"['July 21st, 2022']",[''],['-00:02']
2691,['https://freesound.org/people/Sonic-ranger/sounds/245463/'],['Port-mulgrave-birdsong w...'],['Sonic-ranger'],,"['August 25th, 2014']",[''],['-02:58']
2692,['https://freesound.org/people/Washlines/sounds/123640/'],['Storm_28_6_2011.wav'],['Washlines'],,"['July 2nd, 2011']",[''],['-02:54']
2693,['https://freesound.org/people/bruno.auzet/sounds/562240/'],['french coutryside sunrise'],['bruno.auzet'],,"['March 8th, 2021']",[''],['-03:03']
2694,['https://freesound.org/people/Ionicsmusic/sounds/196903/'],['Race Robot - move'],['Ionicsmusic'],,"['August 12th, 2013']",[''],['-00:00']
2695,['https://freesound.org/people/LG/sounds/71171/'],['Drilling holes 090416.wav'],['LG'],,"['April 15th, 2009']",[''],['-01:50']
2696,['https://freesound.org/people/IFartInUrGeneralDirection/sounds/70170/'],['RAIN GUTTER AND TORNADO ...'],['IFartInUrGeneralDirection'],,"['April 3rd, 2009']",[''],['-00:11']
2697,['https://freesound.org/people/mlnqr/sounds/542151/'],['QUERRE_Meline_2020_2021_...'],['mlnqr'],,"['November 3rd, 2020']",[''],['-00:09']
2698,['https://freesound.org/people/bruno.auzet/sounds/527748/'],['Louvre esplanade.wav'],['bruno.auzet'],,"['July 13th, 2020']",[''],['-03:37']
2699,['https://freesound.org/people/miastodzwiekow/sounds/427978/'],['180510-meadow_Sokolec.wav'],['miastodzwiekow'],,"['May 11th, 2018']",[''],['-07:09']
2700,['https://freesound.org/people/UnderASpell/sounds/695531/'],['Hungry Stomach Gurgling.wav'],['UnderASpell'],,"['July 9th, 2023']",[''],['-00:06']
2701,['https://freesound.org/people/kvgarlic/sounds/501747/'],['Thunder Rain Scary Wind ...'],['kvgarlic'],,"['January 11th, 2020']","['Several cracks of thunder, with a long booming echo. Recorded with SONY PCMD100 on early Saturday morning, January 11th 2020. …']",['-08:32']
2702,['https://freesound.org/people/kwahmah_02/sounds/275776/'],['Waves On Stony Beach'],['kwahmah_02'],,"['June 8th, 2015']",[''],['-02:40']
2703,['https://freesound.org/people/miastodzwiekow/sounds/427977/'],['180510-bird_Sokolec.wav'],['miastodzwiekow'],,"['May 11th, 2018']",[''],['-02:32']
2704,['https://freesound.org/people/csengeri/sounds/39444/'],['Vihar5.MP3'],['csengeri'],,"['August 20th, 2007']",[''],['-25:00']
2705,['https://freesound.org/people/inchadney/sounds/41317/'],['Parklife.wav'],['inchadney'],,"['September 23rd, 2007']",[''],['-02:50']
2706,['https://freesound.org/people/perja/sounds/17701/'],['ski_fiskeben_pulk.wav'],['perja'],,"['April 6th, 2006']",[''],['-00:22']
2707,['https://freesound.org/people/bpayri/sounds/120702/'],['javea mar roacs y canali...'],['bpayri'],,"['May 18th, 2011']",[''],['-02:10']
2708,['https://freesound.org/people/MasterJake2000/sounds/319621/'],['My Ramblings'],['MasterJake2000'],,"['August 13th, 2015']",[''],['-17:09']
2709,['https://freesound.org/people/Kyster/sounds/81088/'],['Inside car ambience.wav'],['Kyster'],,"['October 4th, 2009']",[''],['-13:48']
2710,['https://freesound.org/people/tim.kahn/sounds/184419/'],['2013-03-26 dawn chorus.flac'],['tim.kahn'],,"['April 10th, 2013']",[''],['-49:59']
2711,['https://freesound.org/people/blaukreuz/sounds/188173/'],['130508_Goring_AT_0730_48...'],['blaukreuz'],,"['May 12th, 2013']",[''],['-02:42']
2712,['https://freesound.org/people/thaighaudio/sounds/194544/'],"['071313 Miller Woods, Gar...']",['thaighaudio'],,"['July 16th, 2013']",[''],['-13:30']
2713,['https://freesound.org/people/julujanus/sounds/689443/'],['2023-06-02 05:14 daily s...'],['julujanus'],,"['June 4th, 2023']",[''],['-16:34']
2714,['https://freesound.org/people/thaighaudio/sounds/194900/'],['072013 Michigan Plaza fa...'],['thaighaudio'],,"['July 21st, 2013']",[''],['-05:00']
2715,['https://freesound.org/people/thaighaudio/sounds/194903/'],['072013 Pritzker Park fac...'],['thaighaudio'],,"['July 22nd, 2013']",[''],['-05:00']
2716,['https://freesound.org/people/thaighaudio/sounds/194545/'],"['071313 Miller Woods, Gar...']",['thaighaudio'],,"['July 16th, 2013']","['One of two recording sites at Miller Woods, in the Indiana Dunes National Lakeshore area in Gary, IN. This recording …']",['-20:00']
2717,['https://freesound.org/people/audio_stock/sounds/377002/'],['Forest Birds Crow Wind'],['audio_stock'],,"['January 18th, 2017']",[''],['-02:32']
2718,['https://freesound.org/people/SwampCommand/sounds/238912/'],['Berlin City Courtyard Rain'],['SwampCommand'],,"['May 28th, 2014']",[''],['-20:48']
2719,['https://freesound.org/people/lionROAR0905/sounds/518351/'],['Stream of River Water.wav'],['lionROAR0905'],,"['May 15th, 2020']",[''],['-01:02']
2720,['https://freesound.org/people/kb7clx/sounds/648861/'],['CheckingTheMail20210831.wav'],['kb7clx'],,"['September 3rd, 2022']",[''],['-01:05']
2721,['https://freesound.org/people/MATRIXXX_/sounds/514967/'],['Snow Drip.wav'],['MATRIXXX_'],,"['April 25th, 2020']",[''],['-00:31']
2722,['https://freesound.org/people/janrou/sounds/624121/'],['BøllingSø220226-01_48khz...'],['janrou'],,"['March 14th, 2022']",[''],['-40:12']
