,sounds,species,latitude,longitude
3493,X01637,Menura novaehollandiae,"""-33.3089""","""149.9305"""
3494,X02274,Philemon corniculatus,"""-33.1171""","""150.1566"""
3495,X00585,Pardalotus striatus,"""-33.1449""","""149.9814"""
3496,X03710,Myiagra inquieta,"""-33.1449""","""149.9814"""
3497,X02653,Ptilotula fusca,"""-33.1341""","""150.1358"""
3498,X01417,Gymnorhina tibicen,"""-33.1449""","""149.9814"""
3499,X02674,Colluricincla harmonica,"""-33.1341""","""150.1358"""
3500,X01503,Stizoptera bichenovii,"""-33.1449""","""149.9814"""
3501,X01059,Petroica goodenovii,"""-33.1449""","""149.9814"""
3502,X00761,Philemon corniculatus,"""-33.1449""","""149.9814"""
3503,X03754,Oriolus sagittatus,"""-33.3209""","""150.1182"""
3504,X02266,Dacelo novaeguineae,"""-33.1341""","""150.1358"""
3505,X02985,Aegotheles cristatus,"""-33.1341""","""150.1358"""
3506,X00403,Parvipsitta pusilla,"""-33.1449""","""149.9814"""
3507,X02428,Philemon corniculatus,"""-33.1171""","""150.1566"""
3508,X04295,Litoria serrata,"""-16.96921""","""145.62697"""
3509,X04066,Macropus giganteus,"""-33.1449""","""149.9814"""
3510,X02784,Turnix varius,"""-33.1449""","""149.9814"""
3511,X01221,Colluricincla megarhyncha,"""-13.5501""","""132.758"""
3512,X00110,Litoria verreauxii,"""-33.3814""","""149.885"""
3513,X03284,Anthochaera carunculata,"""-33.1341""","""150.1358"""
3514,X00880,Territornis albilineata,"""-13.2718""","""132.8257"""
3515,X04030,Tettigoniidae sp.,"""-33.1449""","""149.9814"""
3516,X01586,Acrocephalus australis,"""-33.1449""","""149.9814"""
3517,X00615,Sericornis frontalis,"""-33.1107""","""150.0567"""
3518,X00697,Acanthiza nana,"""-33.1449""","""149.9814"""
3519,X03922,Stizoptera bichenovii,"""-33.1341""","""150.1358"""
3520,X00418,Platycercus elegans,"""-33.3814""","""149.8849"""
3521,X02792,Elseyornis melanops,"""-33.1449""","""149.9814"""
3522,X03578,Melithreptus lunatus,"""-33.1341""","""150.1358"""
3523,X02532,Spilopelia chinensis,"""-29.4079""","""153.3503"""
3524,X01820,Limnodynastes tasmaniensis,"""-33.1171""","""150.1566"""
3525,X03261,Acanthiza reguloides,"""-33.1449""","""149.9814"""
3526,X03472,Manorina melanocephala,"""-33.1341""","""150.1358"""
3527,X04270,Litoria serrata,"""-16.95198""","""145.61961"""
3528,X00762,Philemon corniculatus,"""-33.1449""","""149.9814"""
3529,X03542,Ptilotula penicillata,"""-33.1341""","""150.1358"""
3530,X04077,Osphranter robustus,"""-33.1449""","""149.9814"""
3531,X00186,Gryllidae sp.,"""-33.1449""","""149.9814"""
3532,X02661,Eopsaltria australis,"""-33.1449""","""149.9814"""
3533,X02772,Aquila audax,"""-33.1449""","""149.9814"""
3534,X02754,Litoria latopalmata,"""-33.1341""","""150.1358"""
3535,X03785,Cracticus torquatus,"""-33.1341""","""150.1358"""
3536,X02292,Gymnorhina tibicen,"""-33.1341""","""150.1358"""
3537,X03247,Acanthiza pusilla,"""-33.1449""","""149.9814"""
3538,X03628,Pomatostomus superciliosus,"""-33.1341""","""150.1358"""
3539,X00335,Vanellus miles,"""-13.8889""","""132.7813"""
3540,X01828,Limnodynastes tasmaniensis,"""-33.3814""","""149.885"""
3541,X02412,Dacelo novaeguineae,"""-33.1341""","""150.1358"""
3542,X00477,Cacomantis flabelliformis,"""-33.1449""","""149.9814"""
3543,X01194,Pachycephala simplex,"""-12.1761""","""132.2409"""
3544,X03052,Dacelo novaeguineae,"""-33.1449""","""149.9814"""
3545,X00376,Zanda sp.,"""-31.9606""","""115.8535"""
3546,X00490,Chalcites basalis,"""-33.1449""","""149.9814"""
3547,X00969,Conopophila albogularis,"""-12.6539""","""131.7142"""
3548,X00203,Conocephalus albescens,"""-33.1449""","""149.9814"""
3549,X01375,Sphecotheres vieilloti,"""-12.1761""","""132.2409"""
3550,X03821,Gymnorhina tibicen,"""-33.1449""","""149.9814"""
3551,X01689,Menura novaehollandiae,"""-33.2469""","""149.8614"""
3552,X01371,Oriolus sagittatus,"""-33.1449""","""149.9814"""
3553,X03587,Myzomela sanguinolenta,"""-33.1449""","""149.9814"""
3554,X01467,Corcorax melanorhamphos,"""-33.1449""","""149.9814"""
3555,X02484,Caligavis chrysops,"""-33.1341""","""150.1358"""
3556,X00576,Pardalotus punctatus,"""-33.1107""","""150.0567"""
3557,X03374,Anthochaera phrygia,"""-33.0522""","""150.1722"""
3558,X04009,Froggattina australis,"""-33.1341""","""150.1358"""
3559,X01655,Menura novaehollandiae,"""-33.5902""","""150.2554"""
3560,X01655,Menura novaehollandiae,"""-33.5902""","""150.2554"""
3561,X03849,Strepera graculina,"""-33.1171""","""150.1566"""
3562,X00963,Phylidonyris novaehollandiae,"""-32.8344""","""150.2058"""
3563,X03884,Corvus coronoides,"""-33.1449""","""149.9814"""
3564,X03428,Anthochaera phrygia,"""-33.1384""","""150.1269"""
3565,X01189,Pachycephala pectoralis,"""-33.3814""","""149.885"""
3566,X03722,Rhipidura albiscapa,"""-33.1449""","""149.9814"""
3567,X03410,Anthochaera phrygia,"""-30.4511""","""151.2195"""
3568,X04309,Litoria serrata,"""-16.93669""","""145.61621"""
3569,X00265,Dendrocygna arcuata,"""-13.8889""","""132.7813"""
3570,X03780,Cracticus torquatus,"""-33.1449""","""149.9814"""
3571,X01226,Colluricincla woodwardi,"""-16.2794""","""136.0896"""
3572,X01121,Eopsaltria australis,"""-33.1806""","""150.2364"""
3573,X00189,Gryllidae sp.,"""-33.1449""","""149.9814"""
3574,X00197,Conocephalus sp.,"""-33.3814""","""149.8849"""
3575,X00238,Yoyetta tristrigata,"""-33.1101""","""150.0567"""
3576,X02979,Aegotheles cristatus,"""-33.1449""","""149.9814"""
3577,X02385,Cormobates leucophaea,"""-33.1801""","""150.1256"""
3578,X00341,Phaps chalcoptera,"""-33.1449""","""149.9814"""
3579,X00965,Phylidonyris nigra,"""-28.5405""","""153.5495"""
3580,X03318,Philemon corniculatus,"""-33.1801""","""150.1256"""
3581,X01499,Stizoptera bichenovii,"""-33.1449""","""149.9814"""
3582,X00681,Acanthiza reguloides,"""-33.1449""","""149.9814"""
3583,X02417,Malurus cyaneus,"""-33.1171""","""150.1566"""
3584,X01484,Mirafra javanica,"""-33.1449""","""149.9814"""
3585,X01573,Hirundo neoxena,"""-33.1449""","""149.9814"""
3586,X00555,Malurus cyaneus,"""-33.1449""","""149.9814"""
3587,X00361,Leucosarcia melanoleuca,"""-33.1171""","""150.1566"""
3588,X01244,Colluricincla harmonica,"""-18.2209""","""139.8776"""
3589,X00701,Acanthiza nana,"""-33.1449""","""149.9814"""
3590,X02559,Ocyphaps lophotes,"""-33.1449""","""149.9814"""
3591,X03229,Gerygone fusca,"""-33.1449""","""149.9814"""
3592,X00610,Sericornis frontalis,"""-33.3814""","""149.8849"""
3593,X04179,Psophodes nigrogularis,"""-35.0""","""118.2"""
3594,X03077,Menura novaehollandiae,"""-33.1101""","""150.0567"""
3595,X00495,Chalcites lucidus,"""-33.1449""","""149.9814"""
3596,X01087,Melanodryas cucullata,"""-33.1449""","""149.9814"""
3597,X02615,Manorina melanocephala,"""-33.1449""","""149.9814"""
3598,X02090,Stizoptera bichenovii,"""-33.1449""","""149.9814"""
3599,X00214,Froggattina australis,"""-33.1449""","""149.9814"""
3600,X00704,Acanthiza nana,"""-33.1449""","""149.9814"""
3601,X03459,Anthochaera phrygia,"""-33.1449""","""149.9814"""
3602,X03438,Anthochaera phrygia,"""-33.1384""","""150.1269"""
3603,X00953,Grantiella picta,"""-33.1449""","""149.9814"""
3604,X00496,Chalcites lucidus,"""-33.1449""","""149.9814"""
3605,X01111,Eopsaltria australis,"""-33.1449""","""149.9814"""
3606,X04257,Litoria serrata,"""-16.95198""","""145.61961"""
3607,X03102,Menura novaehollandiae,"""-33.4115""","""150.0649"""
3608,X02222,Anthochaera carunculata,"""-33.1341""","""150.1358"""
3609,X01829,Limnodynastes tasmaniensis,"""-33.3814""","""149.885"""
3610,X00945,Melithreptus albogularis,"""-13.4935""","""132.5857"""
3611,X00745,Philemon argenticeps,"""-18.7395""","""138.3191"""
3612,X02411,Philemon corniculatus,"""-33.1341""","""150.1358"""
3613,X03325,Philemon corniculatus,"""-33.1519""","""150.1279"""
3614,X01597,Cincloramphus mathewsi,"""-24.2004""","""132.8231"""
3615,X02366,Smicrornis brevirostris,"""-33.1341""","""150.1358"""
3616,X01122,Poecilodryas superciliosa,"""-18.7395""","""138.3191"""
3617,X00646,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
3618,X00770,Philemon corniculatus,"""-33.1449""","""149.9814"""
3619,X04220,Litoria myola,"""-16.8""","""145.6"""
3620,X03407,Anthochaera phrygia,"""-30.4511""","""151.2195"""
3621,X02449,Colluricincla harmonica,"""-33.1801""","""150.1256"""
3622,X03109,Menura novaehollandiae,"""-33.3089""","""149.9305"""
3623,X01044,Petroica goodenovii,"""-33.1449""","""149.9814"""
3624,X03883,Strepera versicolor,"""-33.1449""","""149.9814"""
3625,X02824,Calyptorhynchus lathami,"""-33.1""","""150.0"""
3626,X03569,Melithreptus gularis,"""-33.1449""","""149.9814"""
3627,X01220,Colluricincla megarhyncha,"""-13.5501""","""132.758"""
3628,X02369,Cormobates leucophaea,"""-33.1341""","""150.1358"""
3629,X00663,Gerygone olivacea,"""-33.1449""","""149.9814"""
3630,X01709,Menura novaehollandiae,"""-33.2737""","""149.8365"""
3631,X03132,Cormobates leucophaea,"""-33.1449""","""149.9814"""
3632,X00347,Geopelia cuneata,"""-24.2004""","""132.8231"""
3633,X02264,Philemon corniculatus,"""-33.1341""","""150.1358"""
3634,X00993,Microeca fascinans,"""-33.1449""","""149.9814"""
3635,X01104,Eopsaltria australis,"""-33.1449""","""149.9814"""
3636,X01372,Oriolus sagittatus,"""-33.1449""","""149.9814"""
3637,X03729,Rhipidura albiscapa,"""-29.4079""","""153.3503"""
3638,X00199,Conocephalus upoluensis,"""-33.1449""","""149.9814"""
3639,X00564,Malurus splendens,"""-32.0854""","""115.8294"""
3640,X02564,Crinia signifera,"""-33.1341""","""150.1358"""
3641,X01766,Menura novaehollandiae,"""-33.4652""","""149.8679"""
3642,X02155,Ptilotula penicillata,"""-33.1341""","""150.1358"""
3643,X04001,Froggattina australis,"""-33.1341""","""150.1358"""
3644,X00468,Cacomantis flabelliformis,"""-33.3814""","""149.8849"""
3645,X04173,Psophodes nigrogularis,"""-35.0576""","""137.2363"""
3646,X02989,Aegotheles cristatus,"""-33.1449""","""149.9814"""
3647,X01026,Microeca flavigaster,"""-12.1761""","""132.2409"""
3648,X00132,Limnodynastes dumerilii,"""-33.3814""","""149.885"""
3649,X03830,Gymnorhina tibicen,"""-33.1449""","""149.9814"""
3650,X00249,Cicadidae sp.,"""-33.1806""","""150.2364"""
3651,X01662,Menura novaehollandiae,"""-33.1385""","""150.0593"""
3652,X03915,Corcorax melanorhamphos,"""-33.1341""","""150.1358"""
3653,X00529,Todiramphus sanctus,"""-33.3814""","""149.8849"""
3654,X02570,Litoria caerulea,"""-33.1449""","""149.9814"""
3655,X02593,Aegotheles cristatus,"""-33.1449""","""149.9814"""
3656,X02547,Anthochaera carunculata,"""-33.1449""","""149.9814"""
3657,X03135,Cormobates leucophaea,"""-33.1341""","""150.1358"""
3658,X02707,Phaps chalcoptera,"""-33.1449""","""149.9814"""
3659,X03577,Melithreptus lunatus,"""-33.1341""","""150.1358"""
3660,X00845,Anthochaera phrygia,"""-33.1449""","""149.9814"""
3661,X03476,Manorina melanocephala,"""-33.1449""","""149.9814"""
3662,X02861,Glossopsitta concinna,"""-33.1449""","""149.9814"""
3663,X00797,Philemon corniculatus,"""-33.1449""","""149.9814"""
3664,X03104,Menura novaehollandiae,"""-33.4115""","""150.0649"""
3665,X01634,Turdus merula,"""-33.3814""","""149.8849"""
3666,X00736,Philemon buceroides,"""-13.4935""","""132.5857"""
3667,X00550,Climacteris picumnus,"""-33.1449""","""149.9814"""
3668,X02636,Corvus coronoides,"""-33.1341""","""150.1358"""
3669,X02089,Zosterops lateralis,"""-33.1449""","""149.9814"""
3670,X02102,Malurus cyaneus,"""-33.1449""","""149.9814"""
3671,X03890,Corvus coronoides,"""-33.1449""","""149.9814"""
3672,X01602,Cincloramphus mathewsi,"""-33.1449""","""149.9814"""
3673,X04059,Pteropus scapulatus,"""-33.1449""","""149.9814"""
3674,X03010,Aegotheles cristatus,"""-33.1449""","""149.9814"""
3675,X04212,Litoria myola,"""-16.8""","""145.6"""
3676,X01796,Litoria verreauxii,"""-33.3814""","""149.885"""
3677,X04037,Austronomus australis,"""-33.1449""","""149.9814"""
3678,X02753,Uperoleia laevigata,"""-33.1341""","""150.1358"""
3679,X02437,Gymnorhina tibicen,"""-33.1801""","""150.1256"""
3680,X02878,Platycercus elegans,"""-33.1449""","""149.9814"""
3681,X02672,Colluricincla harmonica,"""-33.1449""","""149.9814"""
3682,X02797,Vanellus miles,"""-29.4079""","""153.3503"""
3683,X02686,Cracticus torquatus,"""-33.1341""","""150.1358"""
3684,X03108,Menura novaehollandiae,"""-33.3089""","""149.9305"""
3685,X00256,Synoicus ypsilophora,"""-33.1449""","""149.9814"""
3686,X00330,Elseyornis melanops,"""-33.1449""","""149.9814"""
3687,X03647,Psophodes olivaceus,"""-29.4079""","""153.3503"""
3688,X01652,Menura novaehollandiae,"""-33.7756""","""150.0259"""
3689,X02098,Pachycephala rufiventris,"""-33.1449""","""149.9814"""
3690,X03219,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
3691,X02906,Cacomantis flabelliformis,"""-33.1449""","""149.9814"""
3692,X04324,Litoria serrata,"""-16.98053""","""145.63499"""
3693,X01197,Pachycephala rufiventris,"""-24.2004""","""132.8231"""
3694,X03816,Cracticus nigrogularis,"""-28.5405""","""153.5495"""
3695,X01384,Artamus minor,"""-23.4406""","""144.2511"""
3696,X00961,Phylidonyris novaehollandiae,"""-33.1101""","""150.0567"""
3697,X04311,Litoria serrata,"""-16.93669""","""145.61621"""
3698,X02758,Chenonetta jubata,"""-33.1449""","""149.9814"""
3699,X01649,Menura novaehollandiae,"""-33.4609""","""150.1715"""
3700,X02147,Dacelo novaeguineae,"""-33.1449""","""149.9814"""
3701,X03004,Aegotheles cristatus,"""-33.1449""","""149.9814"""
3702,X00431,Barnardius zonarius,"""-24.2004""","""132.8231"""
3703,X03656,Pachycephala rufiventris,"""-33.1449""","""149.9814"""
3704,X01154,Eopsaltria australis,"""-28.4591""","""153.1324"""
3705,X00127,Crinia signifera,"""-33.3814""","""149.885"""
3706,X00405,Parvipsitta pusilla,"""-33.1449""","""149.9814"""
3707,X01531,Neochmia temporalis,"""-33.1449""","""149.9814"""
3708,X02200,Crinia signifera,"""-33.1449""","""149.9814"""
3709,X02271,Pachycephala rufiventris,"""-33.1171""","""150.1566"""
3710,X00202,Conocephalus albescens,"""-33.1449""","""149.9814"""
3711,X00391,Cacatua galerita,"""-18.7395""","""138.3191"""
3712,X03737,Rhipidura leucophrys,"""-33.1449""","""149.9814"""
3713,X00397,Trichoglossus haematodus,"""-13.3126""","""132.4231"""
3714,X01420,Gymnorhina tibicen,"""-33.1449""","""149.9814"""
3715,X04216,Litoria myola,"""-16.8""","""145.6"""
3716,X01692,Menura novaehollandiae,"""-33.2469""","""149.8614"""
3717,X00554,Malurus coronatus,"""-19.0236""","""138.7097"""
3718,X01635,Aves sp.,"""-13.3019""","""132.4329"""
3719,X03088,Menura novaehollandiae,"""-33.2236""","""150.0456"""
3720,X04318,Litoria serrata,"""-16.98053""","""145.63499"""
3721,X02099,Dacelo novaeguineae,"""-33.1449""","""149.9814"""
3722,X03959,Cicadidae sp.,"""-33.1341""","""150.1358"""
3723,X03682,Colluricincla harmonica,"""-33.1449""","""149.9814"""
3724,X03057,Merops ornatus,"""-33.1449""","""149.9814"""
3725,X01108,Eopsaltria australis,"""-33.1449""","""149.9814"""
3726,X01358,Oriolus flavocinctus,"""-12.1761""","""132.2409"""
3727,X00651,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
3728,X00669,Acanthiza pusilla,"""-33.1107""","""150.0567"""
3729,X02435,Caligavis chrysops,"""-33.1341""","""150.1358"""
3730,X02306,Corvus coronoides,"""-33.1449""","""149.9814"""
3731,X00441,Psephotellus varius,"""-24.2004""","""132.8231"""
3732,X04210,Litoria myola,"""-16.8""","""145.6"""
3733,X04224,Litoria myola,"""-16.8""","""145.6"""
3734,X00578,Pardalotus rubricatus,"""-18.6712""","""139.2359"""
3735,X03495,Caligavis chrysops,"""-33.1449""","""149.9814"""
3736,X01818,Litoria peronii,"""-33.1171""","""150.1566"""
3737,X03725,Rhipidura albiscapa,"""-33.1449""","""149.9814"""
3738,X03395,Anthochaera phrygia,"""-33.0522""","""150.1722"""
3739,X03123,Menura novaehollandiae,"""-33.4115""","""150.0649"""
3740,X01803,Limnodynastes tasmaniensis,"""-33.3814""","""149.885"""
3741,X01253,Colluricincla harmonica,"""-33.1449""","""149.9814"""
3742,X01511,Neochmia phaeton,"""-14.9231""","""133.1341"""
3743,X04242,Litoria serrata,"""-16.94032""","""145.60518"""
3744,X01731,Menura novaehollandiae,"""-33.1101""","""150.0567"""
3745,X03299,Anthochaera chrysoptera,"""-29.4079""","""153.3503"""
3746,X02321,Caligavis chrysops,"""-33.1341""","""150.1358"""
3747,X00707,Aphelocephala leucopsis,"""-24.2004""","""132.8231"""
3748,X01217,Pachycephala rufiventris,"""-33.1449""","""149.9814"""
3749,X01403,Cracticus nigrogularis,"""-33.1449""","""149.9814"""
3750,X03157,Malurus cyaneus,"""-33.1449""","""149.9814"""
3751,X04115,Psophodes nigrogularis,"""-34.663""","""135.4286"""
3752,X03143,Climacteris picumnus,"""-33.1519""","""150.1279"""
3753,X03332,Philemon corniculatus,"""-33.1449""","""149.9814"""
3754,X00314,Gallinula tenebrosa,"""-33.1449""","""149.9814"""
3755,X02555,Anthochaera carunculata,"""-33.1449""","""149.9814"""
3756,X03923,Stizoptera bichenovii,"""-33.1449""","""149.9814"""
3757,X03929,Stagonopleura guttata,"""-33.1341""","""150.1358"""
3758,X04112,Psophodes nigrogularis,"""-34.6617""","""135.4291"""
3759,X03853,Strepera graculina,"""-33.1449""","""149.9814"""
3760,X01775,Menura alberti,"""-28.4589""","""153.1341"""
3761,X02239,Phaps chalcoptera,"""-33.1341""","""150.1358"""
3762,X03419,Anthochaera phrygia,"""-33.1519""","""150.1279"""
3763,X03406,Anthochaera phrygia,"""-30.4511""","""151.2195"""
3764,X00253,Megapodius reinwardt,"""-12.1761""","""132.2409"""
3765,X02896,Platycercus adscitus,"""-33.1449""","""149.9814"""
3766,X00491,Chalcites basalis,"""-33.1449""","""149.9814"""
3767,X03180,Pyrrholaemus sagittata,"""-33.1449""","""149.9814"""
3768,X02760,Chenonetta jubata,"""-33.1171""","""150.1566"""
3769,X02814,Geopelia placida,"""-33.1519""","""150.1279"""
3770,X01755,Menura novaehollandiae,"""-33.2469""","""149.8614"""
3771,X00223,Caelifera sp.,"""-33.1449""","""149.9814"""
3772,X03611,Melanodryas cucullata,"""-33.1449""","""149.9814"""
3773,X03007,Aegotheles cristatus,"""-33.1449""","""149.9814"""
3774,X02617,Trichoglossus haematodus,"""-28.5405""","""153.5495"""
3775,X02210,Accipiter cooperi,"""-33.1341""","""150.1358"""
3776,X03267,Acanthiza chrysorrhoa,"""-33.1449""","""149.9814"""
3777,X02113,Gymnorhina tibicen,"""-33.1449""","""149.9814"""
3778,X04222,Litoria myola,"""-16.8""","""145.6"""
3779,X01099,Eopsaltria australis,"""-33.1449""","""149.9814"""
3780,X00274,Chenonetta jubata,"""-32.9376""","""149.7012"""
3781,X00482,Chalcites osculans,"""-33.1449""","""149.9814"""
3782,X01578,Petrochelidon nigricans,"""-33.1449""","""149.9814"""
3783,X03871,Strepera graculina,"""-33.4123""","""150.0799"""
3784,X00457,Heteroscenes pallidus,"""-33.1449""","""149.9814"""
3785,X01556,Dicaeum hirundinaceum,"""-33.1449""","""149.9814"""
3786,X02248,Gymnorhina tibicen,"""-33.1341""","""150.1358"""
3787,X01209,Pachycephala rufiventris,"""-33.1449""","""149.9814"""
3788,X03240,Gerygone olivacea,"""-33.1171""","""150.1566"""
3789,X02999,Aegotheles cristatus,"""-33.1449""","""149.9814"""
3790,X02743,Litoria caerulea,"""-33.1449""","""149.9814"""
3791,X00281,Anhinga novaehollandiae,"""-13.8889""","""132.7813"""
3792,X03947,Zosterops lateralis,"""-33.1449""","""149.9814"""
3793,X03129,Cormobates leucophaea,"""-33.1449""","""149.9814"""
3794,X03723,Rhipidura albiscapa,"""-33.1449""","""149.9814"""
3795,X03616,Eopsaltria australis,"""-33.1171""","""150.1566"""
3796,X03579,Melithreptus lunatus,"""-33.1449""","""149.9814"""
3797,X00617,Sericornis frontalis,"""-33.3814""","""149.8849"""
3798,X01315,Rhipidura albiscapa,"""-33.3814""","""149.8849"""
3799,X03442,Anthochaera phrygia,"""-33.1384""","""150.1269"""
3800,X01446,Corvus coronoides,"""-33.1449""","""149.9814"""
3801,X01551,Dicaeum hirundinaceum,"""-33.1449""","""149.9814"""
3802,X02288,Corvus coronoides,"""-33.1341""","""150.1358"""
3803,X02884,Platycercus elegans,"""-33.1449""","""149.9814"""
3804,X00902,Stomiopera unicolor,"""-13.4342""","""132.4168"""
3805,X01181,Pachycephala inornata,"""-33.1449""","""149.9814"""
3806,X03155,Malurus cyaneus,"""-33.1449""","""149.9814"""
3807,X02516,Rhipidura rufifrons,"""-29.4079""","""153.3503"""
3808,X03540,Ptilotula penicillata,"""-33.1341""","""150.1358"""
3809,X02790,Elseyornis melanops,"""-33.1449""","""149.9814"""
